Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,13731,1908,15639,Mawlamyine,MMR011001
 Grade 1,6826,1803,8629,Mawlamyine,MMR011001
 Grade 2,9818,2451,12269,Mawlamyine,MMR011001
 Grade 3,13466,3041,16507,Mawlamyine,MMR011001
 Grade 4,18283,3560,21843,Mawlamyine,MMR011001
 Grade 5,29084,5273,34357,Mawlamyine,MMR011001
 Grade 6,16956,2399,19355,Mawlamyine,MMR011001
 Grade 7,14930,1932,16862,Mawlamyine,MMR011001
 Grade 8,16112,1835,17947,Mawlamyine,MMR011001
 Grade 9,18946,1839,20785,Mawlamyine,MMR011001
 Grade 10,18749,1664,20413,Mawlamyine,MMR011001
 Grade 11,19510,1583,21093,Mawlamyine,MMR011001
 College,9036,754,9790,Mawlamyine,MMR011001
 Vocational training,429,50,479,Mawlamyine,MMR011001
 Undergraduate diploma,1043,146,1189,Mawlamyine,MMR011001
 Graduate,25743,1855,27598,Mawlamyine,MMR011001
 Postgraduate diploma,604,63,667,Mawlamyine,MMR011001
 Master degree,781,73,854,Mawlamyine,MMR011001
 PhD,161,24,185,Mawlamyine,MMR011001
 Other,317,100,417,Mawlamyine,MMR011001
 Total,234525,32353,266878,Mawlamyine,MMR011001
