Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,494,7339,7833,Shwedaung,MMR008006
 Grade 1,465,3090,3555,Shwedaung,MMR008006
 Grade 2,676,5789,6465,Shwedaung,MMR008006
 Grade 3,825,8741,9566,Shwedaung,MMR008006
 Grade 4,2296,19448,21744,Shwedaung,MMR008006
 Grade 5,2331,21929,24260,Shwedaung,MMR008006
 Grade 6,873,4961,5834,Shwedaung,MMR008006
 Grade 7,899,4553,5452,Shwedaung,MMR008006
 Grade 8,1384,5028,6412,Shwedaung,MMR008006
 Grade 9,1392,4363,5755,Shwedaung,MMR008006
 Grade 10,2212,5318,7530,Shwedaung,MMR008006
 Grade 11,266,1022,1288,Shwedaung,MMR008006
 College,472,1114,1586,Shwedaung,MMR008006
 Vocational training,32,78,110,Shwedaung,MMR008006
 Undergraduate diploma,94,141,235,Shwedaung,MMR008006
 Graduate,1814,2983,4797,Shwedaung,MMR008006
 Postgraduate diploma,41,55,96,Shwedaung,MMR008006
 Master degree,36,34,70,Shwedaung,MMR008006
 PhD,8,27,35,Shwedaung,MMR008006
 Other,9,1054,1063,Shwedaung,MMR008006
 Total,16619,97067,113686,Shwedaung,MMR008006
