Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1063,10701,11764,Yanbye,MMR012013
 Grade 1,261,3082,3343,Yanbye,MMR012013
 Grade 2,476,5133,5609,Yanbye,MMR012013
 Grade 3,844,8767,9611,Yanbye,MMR012013
 Grade 4,982,11747,12729,Yanbye,MMR012013
 Grade 5,1365,14416,15781,Yanbye,MMR012013
 Grade 6,537,5441,5978,Yanbye,MMR012013
 Grade 7,438,4418,4856,Yanbye,MMR012013
 Grade 8,400,4176,4576,Yanbye,MMR012013
 Grade 9,583,4130,4713,Yanbye,MMR012013
 Grade 10,362,2524,2886,Yanbye,MMR012013
 Grade 11,738,3648,4386,Yanbye,MMR012013
 College,282,879,1161,Yanbye,MMR012013
 Vocational training,72,94,166,Yanbye,MMR012013
 Undergraduate diploma,88,234,322,Yanbye,MMR012013
 Graduate,646,1379,2025,Yanbye,MMR012013
 Postgraduate diploma,41,29,70,Yanbye,MMR012013
 Master degree,10,11,21,Yanbye,MMR012013
 PhD,2,4,6,Yanbye,MMR012013
 Other,6,104,110,Yanbye,MMR012013
 Total,9196,80917,90113,Yanbye,MMR012013
