Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,946,-,946,Kyauktada,MMR013033
 Grade 1,442,-,442,Kyauktada,MMR013033
 Grade 2,498,-,498,Kyauktada,MMR013033
 Grade 3,705,-,705,Kyauktada,MMR013033
 Grade 4,1229,-,1229,Kyauktada,MMR013033
 Grade 5,1468,-,1468,Kyauktada,MMR013033
 Grade 6,1003,-,1003,Kyauktada,MMR013033
 Grade 7,1022,-,1022,Kyauktada,MMR013033
 Grade 8,1593,-,1593,Kyauktada,MMR013033
 Grade 9,2072,-,2072,Kyauktada,MMR013033
 Grade 10,3858,-,3858,Kyauktada,MMR013033
 Grade 11,2366,-,2366,Kyauktada,MMR013033
 College,2094,-,2094,Kyauktada,MMR013033
 Vocational training,104,-,104,Kyauktada,MMR013033
 Undergraduate diploma,132,-,132,Kyauktada,MMR013033
 Graduate,8274,-,8274,Kyauktada,MMR013033
 Postgraduate diploma,249,-,249,Kyauktada,MMR013033
 Master degree,349,-,349,Kyauktada,MMR013033
 PhD,64,-,64,Kyauktada,MMR013033
 Other,88,-,88,Kyauktada,MMR013033
 Total,28556,-,28556,Kyauktada,MMR013033
