Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,262,14617,14879,Namsan(North),MMR015016
 Grade 1,102,3013,3115,Namsan(North),MMR015016
 Grade 2,143,3695,3838,Namsan(North),MMR015016
 Grade 3,244,5210,5454,Namsan(North),MMR015016
 Grade 4,299,5624,5923,Namsan(North),MMR015016
 Grade 5,448,8560,9008,Namsan(North),MMR015016
 Grade 6,270,4118,4388,Namsan(North),MMR015016
 Grade 7,239,3459,3698,Namsan(North),MMR015016
 Grade 8,232,3355,3587,Namsan(North),MMR015016
 Grade 9,276,3532,3808,Namsan(North),MMR015016
 Grade 10,358,2153,2511,Namsan(North),MMR015016
 Grade 11,377,2029,2406,Namsan(North),MMR015016
 College,151,378,529,Namsan(North),MMR015016
 Vocational training,4,18,22,Namsan(North),MMR015016
 Undergraduate diploma,8,54,62,Namsan(North),MMR015016
 Graduate,397,513,910,Namsan(North),MMR015016
 Postgraduate diploma,12,12,24,Namsan(North),MMR015016
 Master degree,1,3,4,Namsan(North),MMR015016
 Other,-,31,31,Namsan(North),MMR015016
 Total,3823,60374,64197,Namsan(North),MMR015016
