Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2908,30020,32928,Nanhsam(South),MMR014013
 Grade 1,610,3223,3833,Nanhsam(South),MMR014013
 Grade 2,849,3108,3957,Nanhsam(South),MMR014013
 Grade 3,1229,4043,5272,Nanhsam(South),MMR014013
 Grade 4,1513,4098,5611,Nanhsam(South),MMR014013
 Grade 5,2659,6492,9151,Nanhsam(South),MMR014013
 Grade 6,1516,2198,3714,Nanhsam(South),MMR014013
 Grade 7,1313,1799,3112,Nanhsam(South),MMR014013
 Grade 8,1413,1553,2966,Nanhsam(South),MMR014013
 Grade 9,1651,1515,3166,Nanhsam(South),MMR014013
 Grade 10,1547,1178,2725,Nanhsam(South),MMR014013
 Grade 11,2116,1072,3188,Nanhsam(South),MMR014013
 College,626,194,820,Nanhsam(South),MMR014013
 Vocational training,58,27,85,Nanhsam(South),MMR014013
 Undergraduate diploma,105,39,144,Nanhsam(South),MMR014013
 Graduate,1499,536,2035,Nanhsam(South),MMR014013
 Postgraduate diploma,29,12,41,Nanhsam(South),MMR014013
 Master degree,41,24,65,Nanhsam(South),MMR014013
 PhD,3,1,4,Nanhsam(South),MMR014013
 Other,8,128,136,Nanhsam(South),MMR014013
 Total,21693,61260,82953,Nanhsam(South),MMR014013
