Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,-,36387,36387,Mine Pauk(ST),MMR016003
 Grade 1,-,1935,1935,Mine Pauk(ST),MMR016003
 Grade 2,-,1630,1630,Mine Pauk(ST),MMR016003
 Grade 3,-,1576,1576,Mine Pauk(ST),MMR016003
 Grade 4,-,1243,1243,Mine Pauk(ST),MMR016003
 Grade 5,-,1215,1215,Mine Pauk(ST),MMR016003
 Grade 6,-,1680,1680,Mine Pauk(ST),MMR016003
 Grade 7,-,693,693,Mine Pauk(ST),MMR016003
 Grade 8,-,346,346,Mine Pauk(ST),MMR016003
 Grade 9,-,770,770,Mine Pauk(ST),MMR016003
 Grade 10,-,386,386,Mine Pauk(ST),MMR016003
 Grade 11,-,156,156,Mine Pauk(ST),MMR016003
 College,-,136,136,Mine Pauk(ST),MMR016003
 Vocational training,-,15,15,Mine Pauk(ST),MMR016003
 Undergraduate diploma,-,11,11,Mine Pauk(ST),MMR016003
 Graduate,-,32,32,Mine Pauk(ST),MMR016003
 Other,-,772,772,Mine Pauk(ST),MMR016003
 Total,-,48983,48983,Mine Pauk(ST),MMR016003
