Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,3317,10902,14219,Nyaunglebin,MMR007005
 Grade 1,1735,5284,7019,Nyaunglebin,MMR007005
 Grade 2,2602,7603,10205,Nyaunglebin,MMR007005
 Grade 3,3811,12381,16192,Nyaunglebin,MMR007005
 Grade 4,4771,15885,20656,Nyaunglebin,MMR007005
 Grade 5,9192,30096,39288,Nyaunglebin,MMR007005
 Grade 6,3324,8225,11549,Nyaunglebin,MMR007005
 Grade 7,2895,6970,9865,Nyaunglebin,MMR007005
 Grade 8,3197,6667,9864,Nyaunglebin,MMR007005
 Grade 9,3632,6233,9865,Nyaunglebin,MMR007005
 Grade 10,3640,4380,8020,Nyaunglebin,MMR007005
 Grade 11,5202,6227,11429,Nyaunglebin,MMR007005
 College,1470,1545,3015,Nyaunglebin,MMR007005
 Vocational training,98,62,160,Nyaunglebin,MMR007005
 Undergraduate diploma,165,247,412,Nyaunglebin,MMR007005
 Graduate,4551,2850,7401,Nyaunglebin,MMR007005
 Postgraduate diploma,116,86,202,Nyaunglebin,MMR007005
 Master degree,35,29,64,Nyaunglebin,MMR007005
 PhD,5,1,6,Nyaunglebin,MMR007005
 Other,335,1106,1441,Nyaunglebin,MMR007005
 Total,54093,126779,180872,Nyaunglebin,MMR007005
