Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,885,8265,9150,Ye U,MMR005009
 Grade 1,271,2643,2914,Ye U,MMR005009
 Grade 2,442,3489,3931,Ye U,MMR005009
 Grade 3,754,5456,6210,Ye U,MMR005009
 Grade 4,1490,8655,10145,Ye U,MMR005009
 Grade 5,2790,30480,33270,Ye U,MMR005009
 Grade 6,990,5600,6590,Ye U,MMR005009
 Grade 7,974,4874,5848,Ye U,MMR005009
 Grade 8,1261,5255,6516,Ye U,MMR005009
 Grade 9,1541,4633,6174,Ye U,MMR005009
 Grade 10,2538,2591,5129,Ye U,MMR005009
 Grade 11,1734,2749,4483,Ye U,MMR005009
 College,795,1074,1869,Ye U,MMR005009
 Vocational training,52,57,109,Ye U,MMR005009
 Undergraduate diploma,67,175,242,Ye U,MMR005009
 Graduate,2497,2258,4755,Ye U,MMR005009
 Postgraduate diploma,19,51,70,Ye U,MMR005009
 Master degree,24,33,57,Ye U,MMR005009
 PhD,3,2,5,Ye U,MMR005009
 Other,34,787,821,Ye U,MMR005009
 Total,19161,89127,108288,Ye U,MMR005009
