Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,9753,11480,21233,Pathein,MMR017001
 Grade 1,4385,4850,9235,Pathein,MMR017001
 Grade 2,6266,7147,13413,Pathein,MMR017001
 Grade 3,8123,9892,18015,Pathein,MMR017001
 Grade 4,17259,16431,33690,Pathein,MMR017001
 Grade 5,19665,24256,43921,Pathein,MMR017001
 Grade 6,8873,5767,14640,Pathein,MMR017001
 Grade 7,8696,4621,13317,Pathein,MMR017001
 Grade 8,10855,4777,15632,Pathein,MMR017001
 Grade 9,10694,3944,14638,Pathein,MMR017001
 Grade 10,17996,5554,23550,Pathein,MMR017001
 Grade 11,7645,1086,8731,Pathein,MMR017001
 College,5969,1111,7080,Pathein,MMR017001
 Vocational training,436,54,490,Pathein,MMR017001
 Undergraduate diploma,760,137,897,Pathein,MMR017001
 Graduate,19169,2367,21536,Pathein,MMR017001
 Postgraduate diploma,560,55,615,Pathein,MMR017001
 Master degree,946,78,1024,Pathein,MMR017001
 PhD,169,2,171,Pathein,MMR017001
 Other,417,3070,3487,Pathein,MMR017001
 Total,158636,106679,265315,Pathein,MMR017001
