Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,284,7590,7874,Sinpaungwe`,MMR009017
 Grade 1,82,3851,3933,Sinpaungwe`,MMR009017
 Grade 2,185,6452,6637,Sinpaungwe`,MMR009017
 Grade 3,359,9754,10113,Sinpaungwe`,MMR009017
 Grade 4,359,10792,11151,Sinpaungwe`,MMR009017
 Grade 5,988,38988,39976,Sinpaungwe`,MMR009017
 Grade 6,260,4994,5254,Sinpaungwe`,MMR009017
 Grade 7,217,3668,3885,Sinpaungwe`,MMR009017
 Grade 8,249,3651,3900,Sinpaungwe`,MMR009017
 Grade 9,267,3395,3662,Sinpaungwe`,MMR009017
 Grade 10,232,2693,2925,Sinpaungwe`,MMR009017
 Grade 11,516,2780,3296,Sinpaungwe`,MMR009017
 College,158,1081,1239,Sinpaungwe`,MMR009017
 Vocational training,24,90,114,Sinpaungwe`,MMR009017
 Undergraduate diploma,14,107,121,Sinpaungwe`,MMR009017
 Graduate,551,1954,2505,Sinpaungwe`,MMR009017
 Postgraduate diploma,6,26,32,Sinpaungwe`,MMR009017
 Master degree,7,21,28,Sinpaungwe`,MMR009017
 PhD,-,1,1,Sinpaungwe`,MMR009017
 Other,12,1275,1287,Sinpaungwe`,MMR009017
 Total,4770,103163,107933,Sinpaungwe`,MMR009017
