Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,5794,24614,30408,Meiktila,MMR010028
 Grade 1,1949,5874,7823,Meiktila,MMR010028
 Grade 2,2899,7537,10436,Meiktila,MMR010028
 Grade 3,4145,11254,15399,Meiktila,MMR010028
 Grade 4,6982,17651,24633,Meiktila,MMR010028
 Grade 5,12446,42459,54905,Meiktila,MMR010028
 Grade 6,5997,10826,16823,Meiktila,MMR010028
 Grade 7,5829,9826,15655,Meiktila,MMR010028
 Grade 8,7425,10159,17584,Meiktila,MMR010028
 Grade 9,8885,10481,19366,Meiktila,MMR010028
 Grade 10,10572,9985,20557,Meiktila,MMR010028
 Grade 11,10282,8062,18344,Meiktila,MMR010028
 College,5662,4156,9818,Meiktila,MMR010028
 Vocational training,334,152,486,Meiktila,MMR010028
 Undergraduate diploma,658,562,1220,Meiktila,MMR010028
 Graduate,12648,6535,19183,Meiktila,MMR010028
 Postgraduate diploma,328,149,477,Meiktila,MMR010028
 Master degree,628,302,930,Meiktila,MMR010028
 PhD,127,64,191,Meiktila,MMR010028
 Other,102,104,206,Meiktila,MMR010028
 Total,103692,180752,284444,Meiktila,MMR010028
