Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,13534,-,13534,Pyigyidagun,MMR010005
 Grade 1,5571,-,5571,Pyigyidagun,MMR010005
 Grade 2,8161,-,8161,Pyigyidagun,MMR010005
 Grade 3,12042,-,12042,Pyigyidagun,MMR010005
 Grade 4,22301,-,22301,Pyigyidagun,MMR010005
 Grade 5,41218,-,41218,Pyigyidagun,MMR010005
 Grade 6,15301,-,15301,Pyigyidagun,MMR010005
 Grade 7,13061,-,13061,Pyigyidagun,MMR010005
 Grade 8,14483,-,14483,Pyigyidagun,MMR010005
 Grade 9,15153,-,15153,Pyigyidagun,MMR010005
 Grade 10,14042,-,14042,Pyigyidagun,MMR010005
 Grade 11,15898,-,15898,Pyigyidagun,MMR010005
 College,7766,-,7766,Pyigyidagun,MMR010005
 Vocational training,277,-,277,Pyigyidagun,MMR010005
 Undergraduate diploma,729,-,729,Pyigyidagun,MMR010005
 Graduate,16716,-,16716,Pyigyidagun,MMR010005
 Postgraduate diploma,360,-,360,Pyigyidagun,MMR010005
 Master degree,422,-,422,Pyigyidagun,MMR010005
 PhD,73,-,73,Pyigyidagun,MMR010005
 Other,846,-,846,Pyigyidagun,MMR010005
 Total,217954,-,217954,Pyigyidagun,MMR010005
