Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1441,11400,12841,Zalun,MMR017009
 Grade 1,497,4893,5390,Zalun,MMR017009
 Grade 2,694,6879,7573,Zalun,MMR017009
 Grade 3,1238,12758,13996,Zalun,MMR017009
 Grade 4,1583,14265,15848,Zalun,MMR017009
 Grade 5,4455,40189,44644,Zalun,MMR017009
 Grade 6,1174,8172,9346,Zalun,MMR017009
 Grade 7,923,6258,7181,Zalun,MMR017009
 Grade 8,986,6040,7026,Zalun,MMR017009
 Grade 9,1291,6249,7540,Zalun,MMR017009
 Grade 10,1311,4655,5966,Zalun,MMR017009
 Grade 11,1595,5187,6782,Zalun,MMR017009
 College,571,1520,2091,Zalun,MMR017009
 Vocational training,36,76,112,Zalun,MMR017009
 Undergraduate diploma,50,202,252,Zalun,MMR017009
 Graduate,1681,2547,4228,Zalun,MMR017009
 Postgraduate diploma,32,66,98,Zalun,MMR017009
 Master degree,16,33,49,Zalun,MMR017009
 PhD,1,2,3,Zalun,MMR017009
 Other,39,2106,2145,Zalun,MMR017009
 Total,19614,133497,153111,Zalun,MMR017009
