Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2605,-,2605,Bahan,MMR013044
 Grade 1,1109,-,1109,Bahan,MMR013044
 Grade 2,1463,-,1463,Bahan,MMR013044
 Grade 3,2275,-,2275,Bahan,MMR013044
 Grade 4,3375,-,3375,Bahan,MMR013044
 Grade 5,8138,-,8138,Bahan,MMR013044
 Grade 6,3883,-,3883,Bahan,MMR013044
 Grade 7,3319,-,3319,Bahan,MMR013044
 Grade 8,4564,-,4564,Bahan,MMR013044
 Grade 9,7305,-,7305,Bahan,MMR013044
 Grade 10,8419,-,8419,Bahan,MMR013044
 Grade 11,13826,-,13826,Bahan,MMR013044
 College,6461,-,6461,Bahan,MMR013044
 Vocational training,348,-,348,Bahan,MMR013044
 Undergraduate diploma,1007,-,1007,Bahan,MMR013044
 Graduate,22142,-,22142,Bahan,MMR013044
 Postgraduate diploma,888,-,888,Bahan,MMR013044
 Master degree,1067,-,1067,Bahan,MMR013044
 PhD,258,-,258,Bahan,MMR013044
 Other,432,-,432,Bahan,MMR013044
 Total,92884,-,92884,Bahan,MMR013044
