Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1419,13027,14446,Buthidaung,MMR012010
 Grade 1,267,1744,2011,Buthidaung,MMR012010
 Grade 2,317,2206,2523,Buthidaung,MMR012010
 Grade 3,528,3196,3724,Buthidaung,MMR012010
 Grade 4,603,3627,4230,Buthidaung,MMR012010
 Grade 5,982,6170,7152,Buthidaung,MMR012010
 Grade 6,555,2253,2808,Buthidaung,MMR012010
 Grade 7,422,1535,1957,Buthidaung,MMR012010
 Grade 8,443,1347,1790,Buthidaung,MMR012010
 Grade 9,634,1628,2262,Buthidaung,MMR012010
 Grade 10,393,978,1371,Buthidaung,MMR012010
 Grade 11,1120,1562,2682,Buthidaung,MMR012010
 College,327,384,711,Buthidaung,MMR012010
 Vocational training,19,13,32,Buthidaung,MMR012010
 Undergraduate diploma,58,64,122,Buthidaung,MMR012010
 Graduate,788,844,1632,Buthidaung,MMR012010
 Postgraduate diploma,19,48,67,Buthidaung,MMR012010
 Master degree,6,34,40,Buthidaung,MMR012010
 PhD,-,2,2,Buthidaung,MMR012010
 Other,10,126,136,Buthidaung,MMR012010
 Total,8910,40788,49698,Buthidaung,MMR012010
