Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,606,4987,5593,Myaung,MMR005003
 Grade 1,159,2656,2815,Myaung,MMR005003
 Grade 2,263,3765,4028,Myaung,MMR005003
 Grade 3,409,5922,6331,Myaung,MMR005003
 Grade 4,484,9730,10214,Myaung,MMR005003
 Grade 5,1462,30752,32214,Myaung,MMR005003
 Grade 6,375,5031,5406,Myaung,MMR005003
 Grade 7,317,4267,4584,Myaung,MMR005003
 Grade 8,349,4491,4840,Myaung,MMR005003
 Grade 9,438,4171,4609,Myaung,MMR005003
 Grade 10,444,3988,4432,Myaung,MMR005003
 Grade 11,683,3825,4508,Myaung,MMR005003
 College,260,1534,1794,Myaung,MMR005003
 Vocational training,10,155,165,Myaung,MMR005003
 Undergraduate diploma,31,170,201,Myaung,MMR005003
 Graduate,970,3771,4741,Myaung,MMR005003
 Postgraduate diploma,10,73,83,Myaung,MMR005003
 Master degree,8,58,66,Myaung,MMR005003
 PhD,-,4,4,Myaung,MMR005003
 Other,1,2166,2167,Myaung,MMR005003
 Total,7279,91516,98795,Myaung,MMR005003
