Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,577,10737,11314,Kyauktalongyi(ST),MMR014001
 Grade 1,142,1971,2113,Kyauktalongyi(ST),MMR014001
 Grade 2,179,2680,2859,Kyauktalongyi(ST),MMR014001
 Grade 3,220,3842,4062,Kyauktalongyi(ST),MMR014001
 Grade 4,332,5206,5538,Kyauktalongyi(ST),MMR014001
 Grade 5,416,10247,10663,Kyauktalongyi(ST),MMR014001
 Grade 6,183,2621,2804,Kyauktalongyi(ST),MMR014001
 Grade 7,162,2314,2476,Kyauktalongyi(ST),MMR014001
 Grade 8,139,2654,2793,Kyauktalongyi(ST),MMR014001
 Grade 9,127,2068,2195,Kyauktalongyi(ST),MMR014001
 Grade 10,127,1473,1600,Kyauktalongyi(ST),MMR014001
 Grade 11,87,1008,1095,Kyauktalongyi(ST),MMR014001
 College,19,270,289,Kyauktalongyi(ST),MMR014001
 Vocational training,1,5,6,Kyauktalongyi(ST),MMR014001
 Undergraduate diploma,5,30,35,Kyauktalongyi(ST),MMR014001
 Graduate,76,347,423,Kyauktalongyi(ST),MMR014001
 Postgraduate diploma,-,9,9,Kyauktalongyi(ST),MMR014001
 Master degree,2,4,6,Kyauktalongyi(ST),MMR014001
 Other,-,145,145,Kyauktalongyi(ST),MMR014001
 Total,2794,47631,50425,Kyauktalongyi(ST),MMR014001
