Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1871,2463,4334,Dekkhinathiri,MMR018004
 Grade 1,899,968,1867,Dekkhinathiri,MMR018004
 Grade 2,521,1574,2095,Dekkhinathiri,MMR018004
 Grade 3,956,2348,3304,Dekkhinathiri,MMR018004
 Grade 4,1596,4238,5834,Dekkhinathiri,MMR018004
 Grade 5,3085,4637,7722,Dekkhinathiri,MMR018004
 Grade 6,1439,1747,3186,Dekkhinathiri,MMR018004
 Grade 7,1085,1358,2443,Dekkhinathiri,MMR018004
 Grade 8,1131,1314,2445,Dekkhinathiri,MMR018004
 Grade 9,1409,1213,2622,Dekkhinathiri,MMR018004
 Grade 10,1122,1322,2444,Dekkhinathiri,MMR018004
 Grade 11,2318,869,3187,Dekkhinathiri,MMR018004
 College,1041,440,1481,Dekkhinathiri,MMR018004
 Vocational training,52,22,74,Dekkhinathiri,MMR018004
 Undergraduate diploma,134,52,186,Dekkhinathiri,MMR018004
 Graduate,2535,780,3315,Dekkhinathiri,MMR018004
 Postgraduate diploma,101,6,107,Dekkhinathiri,MMR018004
 Master degree,36,8,44,Dekkhinathiri,MMR018004
 PhD,3,2,5,Dekkhinathiri,MMR018004
 Other,111,91,202,Dekkhinathiri,MMR018004
 Total,21445,25452,46897,Dekkhinathiri,MMR018004
 None,977836,5490971,6468807,Dekkhinathiri,MMR018004
 Grade 1,347024,1323672,1670696,Dekkhinathiri,MMR018004
 Grade 2,480495,1821095,2301590,Dekkhinathiri,MMR018004
 Grade 3,690906,2655197,3346103,Dekkhinathiri,MMR018004
 Grade 4,1100258,3647545,4747803,Dekkhinathiri,MMR018004
 Grade 5,1765926,6860491,8626417,Dekkhinathiri,MMR018004
 Grade 6,870729,1907807,2778536,Dekkhinathiri,MMR018004
 Grade 7,756609,1533308,2289917,Dekkhinathiri,MMR018004
 Grade 8,893299,1483885,2377184,Dekkhinathiri,MMR018004
 Grade 9,1036778,1433846,2470624,Dekkhinathiri,MMR018004
 Grade 10,1148513,1170176,2318689,Dekkhinathiri,MMR018004
 Grade 11,1320820,1060272,2381092,Dekkhinathiri,MMR018004
 College,576646,384375,961021,Dekkhinathiri,MMR018004
 Vocational training,34477,25793,60270,Dekkhinathiri,MMR018004
 Undergraduate diploma,64299,50703,115002,Dekkhinathiri,MMR018004
 Graduate,1573557,692388,2265945,Dekkhinathiri,MMR018004
 Postgraduate diploma,41297,18950,60247,Dekkhinathiri,MMR018004
 Master degree,47796,14361,62157,Dekkhinathiri,MMR018004
 PhD,9970,2211,12181,Dekkhinathiri,MMR018004
 Other,59580,433909,493489,Dekkhinathiri,MMR018004
 Total,13796815,32010955,45807770,Dekkhinathiri,MMR018004
