Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,485,24174,24659,Kyaidon(ST),MMR003007
 Grade 1,118,2632,2750,Kyaidon(ST),MMR003007
 Grade 2,152,3066,3218,Kyaidon(ST),MMR003007
 Grade 3,230,3386,3616,Kyaidon(ST),MMR003007
 Grade 4,278,3256,3534,Kyaidon(ST),MMR003007
 Grade 5,347,3538,3885,Kyaidon(ST),MMR003007
 Grade 6,219,1558,1777,Kyaidon(ST),MMR003007
 Grade 7,158,1054,1212,Kyaidon(ST),MMR003007
 Grade 8,196,1001,1197,Kyaidon(ST),MMR003007
 Grade 9,206,860,1066,Kyaidon(ST),MMR003007
 Grade 10,137,565,702,Kyaidon(ST),MMR003007
 Grade 11,292,683,975,Kyaidon(ST),MMR003007
 College,81,71,152,Kyaidon(ST),MMR003007
 Vocational training,1,7,8,Kyaidon(ST),MMR003007
 Undergraduate diploma,13,9,22,Kyaidon(ST),MMR003007
 Graduate,112,61,173,Kyaidon(ST),MMR003007
 Postgraduate diploma,2,3,5,Kyaidon(ST),MMR003007
 Master degree,-,2,2,Kyaidon(ST),MMR003007
 Other,123,843,966,Kyaidon(ST),MMR003007
 Total,3150,46769,49919,Kyaidon(ST),MMR003007
