Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,10479,1765,12244,Dagon Myothit(Seik),MMR013021
 Grade 1,3530,524,4054,Dagon Myothit(Seik),MMR013021
 Grade 2,4906,896,5802,Dagon Myothit(Seik),MMR013021
 Grade 3,7378,1448,8826,Dagon Myothit(Seik),MMR013021
 Grade 4,11301,1919,13220,Dagon Myothit(Seik),MMR013021
 Grade 5,18698,3621,22319,Dagon Myothit(Seik),MMR013021
 Grade 6,10641,1203,11844,Dagon Myothit(Seik),MMR013021
 Grade 7,8013,788,8801,Dagon Myothit(Seik),MMR013021
 Grade 8,9275,684,9959,Dagon Myothit(Seik),MMR013021
 Grade 9,10868,746,11614,Dagon Myothit(Seik),MMR013021
 Grade 10,10646,570,11216,Dagon Myothit(Seik),MMR013021
 Grade 11,15223,756,15979,Dagon Myothit(Seik),MMR013021
 College,4842,148,4990,Dagon Myothit(Seik),MMR013021
 Vocational training,187,10,197,Dagon Myothit(Seik),MMR013021
 Undergraduate diploma,374,23,397,Dagon Myothit(Seik),MMR013021
 Graduate,10019,288,10307,Dagon Myothit(Seik),MMR013021
 Postgraduate diploma,235,4,239,Dagon Myothit(Seik),MMR013021
 Master degree,156,1,157,Dagon Myothit(Seik),MMR013021
 PhD,27,-,27,Dagon Myothit(Seik),MMR013021
 Other,374,151,525,Dagon Myothit(Seik),MMR013021
 Total,137172,15545,152717,Dagon Myothit(Seik),MMR013021
