Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,417,5769,6186,Phruso,MMR002003
 Grade 1,208,1600,1808,Phruso,MMR002003
 Grade 2,148,1748,1896,Phruso,MMR002003
 Grade 3,230,2096,2326,Phruso,MMR002003
 Grade 4,246,2121,2367,Phruso,MMR002003
 Grade 5,378,2305,2683,Phruso,MMR002003
 Grade 6,260,1322,1582,Phruso,MMR002003
 Grade 7,217,928,1145,Phruso,MMR002003
 Grade 8,250,891,1141,Phruso,MMR002003
 Grade 9,306,921,1227,Phruso,MMR002003
 Grade 10,206,677,883,Phruso,MMR002003
 Grade 11,550,727,1277,Phruso,MMR002003
 College,98,103,201,Phruso,MMR002003
 Vocational training,8,13,21,Phruso,MMR002003
 Undergraduate diploma,19,25,44,Phruso,MMR002003
 Graduate,229,165,394,Phruso,MMR002003
 Postgraduate diploma,2,4,6,Phruso,MMR002003
 Master degree,19,11,30,Phruso,MMR002003
 PhD,1,1,2,Phruso,MMR002003
 Other,-,6,6,Phruso,MMR002003
 Total,3792,21433,25225,Phruso,MMR002003
