Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,5547,11054,16601,Myeik,MMR006005
 Grade 1,2959,6644,9603,Myeik,MMR006005
 Grade 2,4043,8711,12754,Myeik,MMR006005
 Grade 3,6000,12967,18967,Myeik,MMR006005
 Grade 4,8856,16917,25773,Myeik,MMR006005
 Grade 5,14773,29112,43885,Myeik,MMR006005
 Grade 6,8492,12340,20832,Myeik,MMR006005
 Grade 7,6946,9709,16655,Myeik,MMR006005
 Grade 8,7423,9372,16795,Myeik,MMR006005
 Grade 9,8678,9838,18516,Myeik,MMR006005
 Grade 10,8461,7525,15986,Myeik,MMR006005
 Grade 11,9680,7888,17568,Myeik,MMR006005
 College,3170,2549,5719,Myeik,MMR006005
 Vocational training,195,102,297,Myeik,MMR006005
 Undergraduate diploma,240,259,499,Myeik,MMR006005
 Graduate,9702,5145,14847,Myeik,MMR006005
 Postgraduate diploma,224,120,344,Myeik,MMR006005
 Master degree,116,191,307,Myeik,MMR006005
 PhD,22,71,93,Myeik,MMR006005
 Other,169,849,1018,Myeik,MMR006005
 Total,105696,151363,257059,Myeik,MMR006005
