Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,105,2256,2361,Mabane,MMR015018
 Grade 1,42,1372,1414,Mabane,MMR015018
 Grade 2,70,1826,1896,Mabane,MMR015018
 Grade 3,120,2877,2997,Mabane,MMR015018
 Grade 4,171,3813,3984,Mabane,MMR015018
 Grade 5,634,13871,14505,Mabane,MMR015018
 Grade 6,275,2997,3272,Mabane,MMR015018
 Grade 7,218,2269,2487,Mabane,MMR015018
 Grade 8,177,2001,2178,Mabane,MMR015018
 Grade 9,249,2044,2293,Mabane,MMR015018
 Grade 10,121,1280,1401,Mabane,MMR015018
 Grade 11,464,1926,2390,Mabane,MMR015018
 College,75,534,609,Mabane,MMR015018
 Vocational training,5,40,45,Mabane,MMR015018
 Undergraduate diploma,30,103,133,Mabane,MMR015018
 Graduate,272,823,1095,Mabane,MMR015018
 Postgraduate diploma,7,12,19,Mabane,MMR015018
 Master degree,-,8,8,Mabane,MMR015018
 Other,1,102,103,Mabane,MMR015018
 Total,3036,40154,43190,Mabane,MMR015018
