Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,72,2895,2967,Lamine,MMR011006
 Rural,314,15358,15672,Lamine,MMR011006
 Total,386,18253,18639,Lamine,MMR011006
