Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,28,57,85,Mawhtike(ST),MMR015023
 Rural,88,4030,4118,Mawhtike(ST),MMR015023
 Total,116,4087,4203,Mawhtike(ST),MMR015023
