Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,58,2708,2766,Yekyi,MMR017006
 Rural,166,24870,25036,Yekyi,MMR017006
 Total,224,27578,27802,Yekyi,MMR017006
