Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,25,636,661,Panlon(ST),MMR015021
 Rural,-,524,524,Panlon(ST),MMR015021
 Total,25,1160,1185,Panlon(ST),MMR015021
