Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,60,1263,1323,Minephyat,MMR016010
 Rural,62,4780,4842,Minephyat,MMR016010
 Total,122,6043,6165,Minephyat,MMR016010
