Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,277,4259,4536,Hopon,MMR014003
 Rural,268,19924,20192,Hopon,MMR014003
 Total,545,24183,24728,Hopon,MMR014003
