Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,3306,46428,49734,Mawlamyine,MMR011001
 Rural,223,7500,7723,Mawlamyine,MMR011001
 Total,3529,53928,57457,Mawlamyine,MMR011001
