Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,4024,39851,43875,Pyigyidagun,MMR010005
 Total,4024,39851,43875,Pyigyidagun,MMR010005
