Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,441,4242,4683,Kukai,MMR015011
 Rural,296,14052,14348,Kukai,MMR015011
 Total,737,18294,19031,Kukai,MMR015011
