Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,2,775,777,Ahmar(ST),MMR017023
 Rural,77,26932,27009,Ahmar(ST),MMR017023
 Total,79,27707,27786,Ahmar(ST),MMR017023
