Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,86,10029,10115,Bogale,MMR017024
 Rural,313,65559,65872,Bogale,MMR017024
 Total,399,75588,75987,Bogale,MMR017024
