Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,48,673,721,Ponparkyin(ST),MMR016008
 Rural,284,6329,6613,Ponparkyin(ST),MMR016008
 Total,332,7002,7334,Ponparkyin(ST),MMR016008
