Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,8,762,770,Laymyethna,MMR017010
 Rural,66,25408,25474,Laymyethna,MMR017010
 Total,74,26170,26244,Laymyethna,MMR017010
