Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,108,1995,2103,Mone`,MMR014019
 Rural,41,4080,4121,Mone`,MMR014019
 Total,149,6075,6224,Mone`,MMR014019
