Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,358,3020,3378,Hopan,MMR015021
 Rural,231,6422,6653,Hopan,MMR015021
 Total,589,9442,10031,Hopan,MMR015021
