Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,77,1113,1190,Mineyaung,MMR016011
 Rural,54,5085,5139,Mineyaung,MMR016011
 Total,131,6198,6329,Mineyaung,MMR016011
