Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,2511,8432,10943,Ahlon,MMR013037
 Total,2511,8432,10943,Ahlon,MMR013037
