Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,327,5796,6123,Lewe,MMR018007
 Rural,465,58586,59051,Lewe,MMR018007
 Total,792,64382,65174,Lewe,MMR018007
