Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,303,3706,4009,Hsipaw,MMR015014
 Rural,736,33161,33897,Hsipaw,MMR015014
 Total,1039,36867,37906,Hsipaw,MMR015014
