Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,20,758,778,Khawzar,MMR011006
 Rural,70,3970,4040,Khawzar,MMR011006
 Total,90,4728,4818,Khawzar,MMR011006
