Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,37,1620,1657,Ngazun,MMR010021
 Rural,212,25969,26181,Ngazun,MMR010021
 Total,249,27589,27838,Ngazun,MMR010021
