Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,3080,38561,41641,Mingaladon,MMR013002
 Rural,1065,23597,24662,Mingaladon,MMR013002
 Total,4145,62158,66303,Mingaladon,MMR013002
