Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,36,2026,2062,Buthidaung,MMR012010
 Rural,14,9188,9202,Buthidaung,MMR012010
 Total,50,11214,11264,Buthidaung,MMR012010
