Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,83,2093,2176,Kyaikemaraw,MMR011002
 Rural,838,35874,36712,Kyaikemaraw,MMR011002
 Total,921,37967,38888,Kyaikemaraw,MMR011002
