Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,1578,22385,23963,Meiktila,MMR010028
 Rural,547,43929,44476,Meiktila,MMR010028
 Total,2125,66314,68439,Meiktila,MMR010028
