Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,105,3853,3958,Kungyangon,MMR013029
 Rural,106,24288,24394,Kungyangon,MMR013029
 Total,211,28141,28352,Kungyangon,MMR013029
