Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,50,1105,1155,Ywarngan,MMR014007
 Rural,166,17027,17193,Ywarngan,MMR014007
 Total,216,18132,18348,Ywarngan,MMR014007
