Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,4977,59779,64756,North Okkalapa,MMR013012
 Total,4977,59779,64756,North Okkalapa,MMR013012
