Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,105,803,908,Dekkhinathiri,MMR018004
 Rural,47,6042,6089,Dekkhinathiri,MMR018004
 Total,152,6845,6997,Dekkhinathiri,MMR018004
 Urban,246306,2803127,3049433,Dekkhinathiri,MMR018004
 Rural,94272,7734127,7828399,Dekkhinathiri,MMR018004
 Total,340578,10537254,10877832,Dekkhinathiri,MMR018004
