Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,359,8787,9146,Tatkon,MMR018003
 Rural,296,42305,42601,Tatkon,MMR018003
 Total,655,51092,51747,Tatkon,MMR018003
