Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,692,10100,10792,Mudon,MMR011005
 Rural,651,27869,28520,Mudon,MMR011005
 Total,1343,37969,39312,Mudon,MMR011005
