Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,97,1862,1959,Minepan,MMR014021
 Rural,60,3402,3462,Minepan,MMR014021
 Total,157,5264,5421,Minepan,MMR014021
