Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,47,5258,5305,Wakema,MMR017017
 Rural,76,62067,62143,Wakema,MMR017017
 Total,123,67325,67448,Wakema,MMR017017
