Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,74,1644,1718,Linkhe`,MMR014018
 Rural,131,6539,6670,Linkhe`,MMR014018
 Total,205,8183,8388,Linkhe`,MMR014018
