Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,26,401,427,Tontar(ST),MMR016007
 Rural,6,2261,2267,Tontar(ST),MMR016007
 Total,32,2662,2694,Tontar(ST),MMR016007
