Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,2,349,351,Cocogyun,MMR013032
 Total,2,349,351,Cocogyun,MMR013032
