Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,1,80,81,ManKan(ST),MMR015005
 Rural,2,232,234,ManKan(ST),MMR015005
 Total,3,312,315,ManKan(ST),MMR015005
