Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,220,5893,6113,Ye,MMR011006
 Rural,293,23585,23878,Ye,MMR011006
 Total,513,29478,29991,Ye,MMR011006
