Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,611,949,1560,Minelar,MMR016005
 Rural,318,3330,3648,Minelar,MMR016005
 Total,929,4279,5208,Minelar,MMR016005
