Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,2112,22610,24722,Zabuthiri,MMR018002
 Rural,24,1574,1598,Zabuthiri,MMR018002
 Total,2136,24184,26320,Zabuthiri,MMR018002
